Date,Close
12-Jul-13,1600
18-Jul-13,1600
19-Jul-13,1600
20-Jul-13,1400
22-Jul-13,940
23-Jul-13,940
24-Jul-13,940
25-Jul-13,940
26-Jul-13,940
27-Jul-13,940
29-Jul-13,940
30-Jul-13,1096
31-Jul-13,1200
1-Aug-13,1200
2-Aug-13,1400
3-Aug-13,1400
5-Aug-13,1200
6-Aug-13,1280
7-Aug-13,1200
8-Aug-13,1400
10-Aug-13,1200
12-Aug-13,1200
13-Aug-13,1600
14-Aug-13,1400
16-Aug-13,1400
17-Aug-13,1400
19-Aug-13,1400
20-Aug-13,1400
21-Aug-13,1200
22-Aug-13,1200
23-Aug-13,1400
24-Aug-13,1200
26-Aug-13,1200
27-Aug-13,1200
28-Aug-13,1200
29-Aug-13,1200
30-Aug-13,1200
31-Aug-13,1200
2-Sep-13,1200
3-Sep-13,1200
4-Sep-13,1200
5-Sep-13,1200
6-Sep-13,1200
7-Sep-13,1200
10-Sep-13,1200
11-Sep-13,1200
12-Sep-13,1200
13-Sep-13,1200
14-Sep-13,1200
16-Sep-13,1200
17-Sep-13,1200
18-Sep-13,1200
19-Sep-13,1200
20-Sep-13,1200
21-Sep-13,1200
23-Sep-13,1200
24-Sep-13,1200
25-Sep-13,1200
26-Sep-13,1200
27-Sep-13,1200
28-Sep-13,1200
30-Sep-13,1200
1-Oct-13,1200
3-Oct-13,1000
5-Oct-13,1200
21-Oct-13,1200
22-Oct-13,1200
23-Oct-13,1200
24-Oct-13,1200
25-Oct-13,1200
26-Oct-13,1200
28-Oct-13,1200
29-Oct-13,1200
30-Oct-13,1200
31-Oct-13,1200
5-Nov-13,1200
6-Nov-13,800
7-Nov-13,1200
8-Nov-13,1200
9-Nov-13,1200
11-Nov-13,1200
12-Nov-13,1200
